id,npi,specialty,region,created_at
0140a672-72e9-43f1-88a3-01d3724032b8,6306095946,",Obstetrics & Gynecology,",South,2025-03-31 06:47:40.383543+00
01410576-befd-4ee1-aac0-43629150eb56,7131159773,",Orthopedic Surgery,",Midwest,2025-03-31 06:47:40.392095+00
014850fe-b33d-4f9a-adee-96f511b15890,5661231628,",Neurology,",Midwest,2025-03-31 06:47:40.398995+00
01551eb8-4d44-4c41-b9d1-5b0a3fadf6a2,4510852953,",Internal Medicine,",West,2025-03-31 06:47:40.377334+00
0155ead8-86ac-4d93-816e-ee20318fd291,8027775577,",Obstetrics & Gynecology,",Northwest,2025-03-31 06:47:40.382857+00
01620977-904c-46f1-8bb9-c871931fcd69,6457486210,",Cardiology,",Northeast,2025-03-31 06:47:40.388522+00
0162c02c-b6fe-46c6-8fb8-ec587c6398eb,8662913388,",Oncology,",South,2025-03-31 06:47:40.40286+00
0162cc84-e9cc-45e5-b951-0c8df0a28a18,4440112013,",Obstetrics & Gynecology,",Midwest,2025-03-31 06:47:40.382189+00
01648217-fc4e-462f-aeb7-65d5886f217f,1010115401,",Neurology,",South,2025-03-31 06:47:40.397966+00
01670181-8197-4acc-a17d-e9eafd108256,7530098585,",Radiology,",South,2025-03-31 06:47:40.394942+00
016ac3ef-0df4-4017-90cc-858c2436ef89,5419278866,",Orthopedic Surgery,",Midwest,2025-03-31 06:47:40.392166+00
016cd582-b92a-4c5c-887f-2e7783544c9b,2671596829,",Internal Medicine,",West,2025-03-31 06:47:40.380126+00
017292d9-989f-46a1-a7a3-6b011037682f,4033244205,",Anesthesiology,",South,2025-03-31 06:47:40.396472+00
017fdc25-fa0a-4730-8102-8c47a27c243e,1636394043,",Orthopedic Surgery,",South,2025-03-31 06:47:40.391895+00
018543e7-35f2-42ab-9b4e-cb3b39661925,6505786272,",Internal Medicine,",South,2025-03-31 06:47:40.379936+00
01856928-cedb-4b58-b047-38418537a97a,2400450088,",Psychiatry,",South,2025-03-31 06:47:40.385572+00
018b3a8e-ebbe-41bf-8857-6c6eccd50c41,7216206209,",Dermatology,",Northwest,2025-03-31 06:47:40.393127+00
019993a3-06f8-4c1a-b694-7fd36cfa7efd,7188595463,",Anesthesiology,",Northeast,2025-03-31 06:47:40.397147+00
01a0f4cc-0bb8-41c0-87cf-549776e9cb11,9958846594,",Obstetrics & Gynecology,",South,2025-03-31 06:47:40.383775+00
01a25fef-dd25-4e89-b3b2-77df39f82f57,1299072274,",Internal Medicine,",West,2025-03-31 06:47:40.380705+00
01a976c7-8eb7-4de0-a344-fce4edb3e254,4155015351,",Anesthesiology,",Midwest,2025-03-31 06:47:40.397319+00
01ac4d64-00f2-43d4-a91b-6c58fdd71cd5,6899405823,",Pulmonology,",West,2025-03-31 06:47:40.401692+00
01acf35e-9d09-4480-983e-7833160ff940,5949285225,",Radiology,",Midwest,2025-03-31 06:47:40.395777+00
01b3054c-7ca9-4cd6-b479-c6ba00c33d28,7399533235,",Cardiology,",South,2025-03-31 06:47:40.388551+00
01bee839-c667-4f44-aac6-4b75b3929c59,4193579876,",Orthopedic Surgery,",Northeast,2025-03-31 06:47:40.390927+00
01c46afa-6592-44d0-8663-ba9bb7af91de,8996523471,",Cardiology,",Northeast,2025-03-31 06:47:40.390658+00
01c93d17-452e-430f-b401-3e21ed81d300,9216694019,",Internal Medicine,",Northeast,2025-03-31 06:47:40.380365+00
01d3f145-f8c7-4272-a045-43b4f5aa5e87,3971600805,",Nephrology,",South,2025-03-31 06:47:40.402161+00
01d88645-a51a-4dfa-ad03-e72553a09cda,4556381817,",Obstetrics & Gynecology,",South,2025-03-31 06:47:40.383367+00
01e3b136-1bfd-4841-8905-da14f549348a,3127431011,",Dermatology,",West,2025-03-31 06:47:40.393556+00
01e3c696-f68e-4227-8d56-fd89efd091da,9467904766,",Dermatology,",Northeast,2025-03-31 06:47:40.392653+00
01e6ca50-dbf3-41b5-bbae-1dd54cd4a484,2994186700,",Internal Medicine,",Northeast,2025-03-31 06:47:40.378952+00
01fc5d24-09b9-412f-8a3f-ae7ad37f0d92,9936660346,",Internal Medicine,",Midwest,2025-03-31 06:47:40.404012+00
01feb5dd-d8da-4ce0-9bd0-f190f0a8e785,9034289541,",Obstetrics & Gynecology,",South,2025-03-31 06:47:40.38326+00
020059da-54ed-4c3b-ac1d-10edc2f9bd13,7469349958,",Anesthesiology,",Midwest,2025-03-31 06:47:40.396638+00
020c420d-3280-44fc-a0fb-25b773108ee9,6500836382,",Internal Medicine,",Northeast,2025-03-31 06:47:40.379105+00
021077d1-0ee2-4d90-8e96-2d30753ebf82,5160689456,",Radiology,",South,2025-03-31 06:47:40.394811+00
021960c0-0872-49ad-9551-a5be953b864c,9940066964,",Obstetrics & Gynecology,",South,2025-03-31 06:47:40.383141+00
021a5459-39a1-44cc-a914-21dc4b06ce54,6199033747,",Anesthesiology,",West,2025-03-31 06:47:40.396988+00
021f2c52-d2f9-4062-9d83-0743233acb4b,8862890646,",Cardiology,",South,2025-03-31 06:47:40.403252+00
022326cd-5d38-45b8-b8d2-332ac8c52471,5658415030,",Radiology,",Midwest,2025-03-31 06:47:40.394402+00
02250a9a-f050-4e94-b494-c54ffc3e5c6e,5239848799,",Psychiatry,",Midwest,2025-03-31 06:47:40.384307+00
02292438-a355-4569-b5d7-2c19ba12fcb0,3721735246,",Dermatology,",Northwest,2025-03-31 06:47:40.394168+00
022fbad1-5200-484a-8648-8c123b56bfe5,5843777732,",General Surgery,",South,2025-03-31 06:47:40.387211+00
022fc617-d688-4ad6-8276-7434bc061b19,8385536773,",Radiology,",South,2025-03-31 06:47:40.394608+00
024074f5-45a1-4d19-8615-929a21b3cfe2,8287267834,",Internal Medicine,",South,2025-03-31 06:47:40.380742+00
02542a29-c8bb-4674-8dfa-fb2124c74e0f,5636675251,",Gastroenterology,",Northwest,2025-03-31 06:47:40.399745+00
0254b18a-c3fb-4a3a-a6c5-76b1924b9f21,9346390753,",General Surgery,",Midwest,2025-03-31 06:47:40.386176+00
0254ffc9-ce57-4a38-b5d6-db408b8173c9,2483466632,",Obstetrics & Gynecology,",Northeast,2025-03-31 06:47:40.38165+00
02554d69-08ee-420b-90e4-0dd42d49e0ce,1529677357,",Cardiology,",Northeast,2025-03-31 06:47:40.388804+00
025a8362-f6fa-4988-a873-ffbacc1c6cda,5771636117,",Orthopedic Surgery,",Northeast,2025-03-31 06:47:40.391258+00
0271694c-93a0-477d-ae11-89461d6b686a,9647148378,",Cardiology,",South,2025-03-31 06:47:40.388557+00
0275834b-daa0-48f1-a992-16d0afb55eb4,7967387223,",Obstetrics & Gynecology,",Northwest,2025-03-31 06:47:40.381923+00
027dcacd-d5da-41c8-94c1-13f8b259c7b9,5894942589,",Psychiatry,",West,2025-03-31 06:47:40.385162+00
028375ab-9250-494f-9296-11ac5b662b64,5313928928,",General Surgery,",Northeast,2025-03-31 06:47:40.387336+00
02838e17-2313-4343-a8cc-ab1484581a19,4012787458,",Internal Medicine,",Northwest,2025-03-31 06:47:40.381589+00
02873ce9-0e4e-45c4-a7b4-acb796881187,2846343177,",General Surgery,",Midwest,2025-03-31 06:47:40.386578+00
028b539e-59c4-4981-9f1f-e31fb2243061,6402410877,",Neurology,",South,2025-03-31 06:47:40.399073+00
028c1fac-5665-472b-9a68-b77f7eee2388,7638970971,",Internal Medicine,",Midwest,2025-03-31 06:47:40.379637+00
028de674-f3fe-4a66-9ee1-05dad473852f,5813534059,",Cardiology,",Northeast,2025-03-31 06:47:40.388432+00
02ac66c4-dd29-4706-8538-cbe4330ef1e9,5401501813,",Radiology,",Northwest,2025-03-31 06:47:40.395192+00
02c0c6d0-160f-4fe9-b7a6-22b014263071,2969827797,",Internal Medicine,",Northeast,2025-03-31 06:47:40.377868+00
02c2e9ac-a67e-4e77-bd27-05ef17477dca,2390764362,",General Surgery,",West,2025-03-31 06:47:40.38817+00
02c3b46b-ad16-4cdb-9e6f-a3d62073e5f8,1469055610,",General Surgery,",Northeast,2025-03-31 06:47:40.387269+00
02c4d849-6670-4aaa-b32d-4ee2990533bb,4867153819,",General Surgery,",South,2025-03-31 06:47:40.386304+00
02c5e215-0f8a-433a-af15-4ca701af27c8,8469177241,",Psychiatry,",South,2025-03-31 06:47:40.385038+00
02d61e53-72e2-4b11-b30b-9a9b4a78d1f0,3764930908,",Radiology,",Midwest,2025-03-31 06:47:40.394502+00
02e3e708-c7c7-4080-b691-6b441ee99c95,8341614545,",Anesthesiology,",Midwest,2025-03-31 06:47:40.39677+00
02e57cd5-293b-451d-bbc9-3459ab1b044f,4399682817,",Internal Medicine,",West,2025-03-31 06:47:40.381114+00
02e62e02-50aa-4f50-bb99-fccd1a8fbd00,1694910543,",Neurology,",South,2025-03-31 06:47:40.398685+00
02ec1940-4849-4426-98d3-62b01df6dc54,9819735887,",Cardiology,",South,2025-03-31 06:47:40.390428+00
02f93adc-f8b1-44a6-9fd6-268ad175e6c4,1027293941,",Orthopedic Surgery,",Northwest,2025-03-31 06:47:40.392439+00
0306f7c0-5a92-41f8-85e5-27a0f2690517,7047988558,",Anesthesiology,",West,2025-03-31 06:47:40.396566+00
030ddd44-c8ab-4df5-b582-99397bfbdd8f,9542363356,",Nephrology,",Northeast,2025-03-31 06:47:40.402098+00
0312ed3f-f51e-4b87-bea1-087f0868cd60,7338208493,",Dermatology,",Midwest,2025-03-31 06:47:40.392791+00
031342e7-3878-4e8a-b27d-02aa45f89d53,3799948106,",Internal Medicine,",Northwest,2025-03-31 06:47:40.376207+00
03180369-c5f8-43df-ab87-42dc1a55b0ec,2863914175,",Internal Medicine,",Midwest,2025-03-31 06:47:40.37963+00
0321532c-8f4a-4811-b046-8ff1c4be9ec4,2771486356,",Internal Medicine,",West,2025-03-31 06:47:40.378753+00
032eb868-6dd5-437f-a856-1580b401e059,9836344497,",Orthopedic Surgery,",Northwest,2025-03-31 06:47:40.391218+00
0338f1ac-30fd-4399-8dca-bb5b5e39676f,3804234284,",Anesthesiology,",Northeast,2025-03-31 06:47:40.396679+00
033cc0e6-9fc8-4925-93bd-a3204a160f83,5473025524,",Psychiatry,",South,2025-03-31 06:47:40.386015+00
0341d3a9-970b-49c0-a7d1-e10a4e6f6ace,9562247715,",Gastroenterology,",Northeast,2025-03-31 06:47:40.399559+00
0360e767-c43a-4b90-8220-605d2065fd31,1776357117,",Psychiatry,",Northeast,2025-03-31 06:47:40.385435+00
036f1ad1-e49e-4e2c-9b18-799f7d51081c,6756680893,",Obstetrics & Gynecology,",Northwest,2025-03-31 06:47:40.38223+00
037187eb-aa06-420e-80c2-5c2b53e7d136,3001701072,",Neurology,",West,2025-03-31 06:47:40.399096+00
0373d31b-be1f-4a2e-937b-1d390631c3ad,5305749224,",General Surgery,",West,2025-03-31 06:47:40.387168+00
03762357-0587-48bb-998d-173cc36bda68,1604159314,",Psychiatry,",South,2025-03-31 06:47:40.384067+00
0377687a-49c8-4675-9c9c-87fc97532963,1426486493,",Psychiatry,",Midwest,2025-03-31 06:47:40.384664+00
037be450-3620-4c15-bf2d-5e799be43235,3376462060,",Psychiatry,",Northeast,2025-03-31 06:47:40.385773+00
0380e9c3-f47b-47f9-8a32-2cbbb8b45fa7,3254319216,",Urology,",South,2025-03-31 06:47:40.40073+00
03871737-23de-475b-99c2-e1d4082d90ae,5035616611,",Cardiology,",Midwest,2025-03-31 06:47:40.388944+00
038e4c47-3719-4dc5-ad4c-f35398db62b6,7979837246,",Neurology,",West,2025-03-31 06:47:40.398136+00
03970ab8-2b74-4943-9cc7-1b96820cf111,2921471213,",Obstetrics & Gynecology,",South,2025-03-31 06:47:40.3827+00
03a595e4-7bf7-42ad-a04e-2c00b9ca2f83,7235020845,",Anesthesiology,",Northeast,2025-03-31 06:47:40.397391+00
03a71255-6493-442d-b4c7-fa52ae98e19c,1433693498,",Neurology,",West,2025-03-31 06:47:40.39796+00
03aef80f-3bf1-43ce-b1c0-5e1efc4e482f,1008350672,",Psychiatry,",Northeast,2025-03-31 06:47:40.384171+00
03b848a4-4938-4f71-9e81-2f468d8d37f2,4013279581,",Internal Medicine,",Midwest,2025-03-31 06:47:40.377354+00
03baf0e8-d157-46fc-a914-c0f53871f4b0,2294594638,",Radiology,",Northwest,2025-03-31 06:47:40.395403+00
03bd16d6-66b5-4c08-9a2e-b8c5360e1f2c,1285449854,",Psychiatry,",Northwest,2025-03-31 06:47:40.384438+00
03c9eeed-2e8f-468c-b027-37c599a3079a,6577131691,",General Surgery,",South,2025-03-31 06:47:40.386746+00
03d22965-7a79-41f6-912e-90248d17136c,8511143137,",Oncology,",West,2025-03-31 06:47:40.402891+00
03d4a911-487a-43e6-a682-c31b161369d4,4690284849,",Internal Medicine,",South,2025-03-31 06:47:40.377471+00
03d5db26-9804-423c-bff3-3dadfcb9366b,6006415313,",Psychiatry,",Northeast,2025-03-31 06:47:40.385684+00
03dcd3fc-782f-4772-801f-6bbc0b14fd4d,1114331484,",Internal Medicine,",Northeast,2025-03-31 06:47:40.404244+00
03f660d8-6371-46e9-b596-e82023e8ef21,9833401333,",Dermatology,",Northwest,2025-03-31 06:47:40.393745+00
03f85a25-031e-4e16-b43d-69d3159af1df,5997799398,",Orthopedic Surgery,",Midwest,2025-03-31 06:47:40.392375+00
03fc7e39-9df4-4800-99c0-5ebd40d56057,4168880863,",Gastroenterology,",South,2025-03-31 06:47:40.400118+00
03ff623c-223f-4ccc-b647-6fcca066f768,7039171850,",Neurology,",South,2025-03-31 06:47:40.398834+00
040b567f-7337-425a-9ff4-0397c3d9d970,9591081048,",Anesthesiology,",West,2025-03-31 06:47:40.396386+00
040d8935-b78a-4d3e-a68f-6e2fb88dd682,5691145512,",Urology,",South,2025-03-31 06:47:40.400385+00
04149abd-70a2-4705-be77-675fca646a58,1547757343,",Obstetrics & Gynecology,",Northwest,2025-03-31 06:47:40.383569+00
04207322-88af-4de9-8cc5-2fce5646f4bd,7453009901,",Nephrology,",Northeast,2025-03-31 06:47:40.402267+00
04279647-1954-49ae-85fc-f8824448d94a,4457950476,",General Surgery,",Northwest,2025-03-31 06:47:40.388025+00
042bc5ef-9a23-4113-85e7-985178cef1b0,7573020806,",Cardiology,",Northwest,2025-03-31 06:47:40.388568+00
042d2fde-b1d4-49bd-b30d-38b9558d8d89,8879586492,",General Surgery,",South,2025-03-31 06:47:40.388102+00
04426764-59ec-4e5d-bcfd-cfc41b0361e9,7714594147,",Neurology,",West,2025-03-31 06:47:40.398183+00
044f37df-07b4-4189-867f-6e888bf4819c,4929273352,",General Surgery,",Northwest,2025-03-31 06:47:40.38755+00
0458a256-8b4e-44ba-9f06-d6ab94a2f08e,9972387275,",Obstetrics & Gynecology,",West,2025-03-31 06:47:40.383523+00
045b45ed-f494-48f7-98c6-95c72fef4cec,8721282352,",Pulmonology,",Northeast,2025-03-31 06:47:40.401923+00
045bff55-92c3-469c-a26a-dbddde4a53c2,4981041768,",Orthopedic Surgery,",West,2025-03-31 06:47:40.391743+00
045d3b35-3311-4c94-8599-87acfdb8e564,7942571583,",Orthopedic Surgery,",Midwest,2025-03-31 06:47:40.390736+00
045f1c00-cf5c-4bd5-afbc-16362479c6df,8870317583,",Neurology,",Northwest,2025-03-31 06:47:40.397909+00
046296d9-6903-49e1-9b71-3380d5d84284,6139449116,",Gastroenterology,",Northeast,2025-03-31 06:47:40.399116+00
04635fe0-cac0-48a2-b7d9-0ff70c70fdb2,2576525982,",Psychiatry,",Northeast,2025-03-31 06:47:40.385753+00
04708453-a35c-425a-80f5-fed9809316c1,6292514615,",Internal Medicine,",West,2025-03-31 06:47:40.379228+00
04756223-6249-4555-9901-9e1802f60c53,5380955107,",General Surgery,",Northeast,2025-03-31 06:47:40.388176+00
04823ec7-b5c8-4f83-8c78-0c4e41875722,3629698845,",Internal Medicine,",Northwest,2025-03-31 06:47:40.379812+00
048821cf-1774-4cbc-97fd-4f98b49c022c,4738217401,",Gastroenterology,",South,2025-03-31 06:47:40.399754+00
0497b927-6e80-4074-beb6-057b3d558d5d,7671758186,",Internal Medicine,",South,2025-03-31 06:47:40.404076+00
04a109ff-f18c-4297-baf7-76d729527738,7283165881,",Psychiatry,",South,2025-03-31 06:47:40.385799+00
04a14c73-8937-45fd-9097-a2f05d8412c9,8151181202,",Dermatology,",West,2025-03-31 06:47:40.393751+00
04ab4371-4983-47b2-b9e8-adc5e4195799,8028417251,",Psychiatry,",Northwest,2025-03-31 06:47:40.38468+00
04b977f1-91c8-4ab6-8ced-062f4ac22dc5,9798372109,",General Surgery,",Northeast,2025-03-31 06:47:40.387421+00
04c0f5b1-d9f7-41cd-9629-e4cfb86eae43,4182893211,",Cardiology,",Northeast,2025-03-31 06:47:40.388441+00
04c494be-3dde-4a86-a192-62fa4a6fc98c,9586671289,",Radiology,",West,2025-03-31 06:47:40.395262+00
04ccfcf9-5200-40af-b3ba-f8fc3ab68bd6,9913273983,",Dermatology,",Northwest,2025-03-31 06:47:40.393145+00
04cdc5c8-f676-4159-a6f4-ca4c30c764c0,9184044039,",Pulmonology,",Northwest,2025-03-31 06:47:40.401501+00
04da48fb-78f8-46a9-a9f9-13773eb7ee5d,7092626394,",Pulmonology,",Midwest,2025-03-31 06:47:40.401905+00
04dfed6a-cb20-494c-be2a-9df2936f2c6a,2755628911,",Internal Medicine,",West,2025-03-31 06:47:40.378284+00
04e3db04-30fa-4d57-9709-39385393ba64,3847622711,",Pulmonology,",Northeast,2025-03-31 06:47:40.403079+00
04e79953-13bd-44f1-a76b-275f466ae368,2837782194,",Dermatology,",Midwest,2025-03-31 06:47:40.393763+00
04ef0f76-72e0-4602-a495-a6fc2ce95c6c,9432997501,",Anesthesiology,",Northeast,2025-03-31 06:47:40.40483+00
0500cc31-f783-4df4-ba37-9d54f07550ae,1644661427,",Obstetrics & Gynecology,",Northwest,2025-03-31 06:47:40.403387+00
050159c8-c5e1-4fb0-9db0-787e5bda9130,9680748528,",Psychiatry,",Northeast,2025-03-31 06:47:40.403445+00
05020bac-865b-405e-91a2-12cff90e333a,8406383968,",Psychiatry,",South,2025-03-31 06:47:40.38505+00
050604c1-a76b-4bf4-8fdb-f37512e4ed63,1008846795,",Anesthesiology,",West,2025-03-31 06:47:40.396128+00
0506e1d2-bc45-4f92-9fed-bc23d2a61c65,2107551706,",Internal Medicine,",Midwest,2025-03-31 06:47:40.381047+00
0515437c-6d12-4a31-bb08-26ae33f3bee1,2682975662,",Dermatology,",West,2025-03-31 06:47:40.39363+00
051c6591-d1ec-4784-96cb-9d6ba3c45b3c,5468363381,",Radiology,",Northwest,2025-03-31 06:47:40.395895+00
051cf058-19c9-4158-8f76-06ce673bf479,7212391110,",Dermatology,",Northwest,2025-03-31 06:47:40.394223+00
0526e100-d248-403d-bb98-c93879abc9f1,2176259771,",Oncology,",West,2025-03-31 06:47:40.402566+00
0528fbfd-24ee-4b16-8c5c-d30fa46faa66,2078474790,",Oncology,",Northeast,2025-03-31 06:47:40.402609+00
052a2773-8ca8-4ab9-bbe6-d7a454751117,2424304814,",Internal Medicine,",West,2025-03-31 06:47:40.381157+00
052ad6c2-8d30-4563-a9c9-3f84f5da9044,4188008516,",General Surgery,",Midwest,2025-03-31 06:47:40.387029+00
052b0c28-c914-49ea-b9ea-9da47ab027d0,3390827149,",Orthopedic Surgery,",West,2025-03-31 06:47:40.391706+00
05302402-9d9e-46a4-a5a4-09e2ff26f3df,8073244461,",General Surgery,",Midwest,2025-03-31 06:47:40.38716+00
0531aa94-9d4e-4cf9-ba5a-6f704b96d794,1728500180,",Obstetrics & Gynecology,",Midwest,2025-03-31 06:47:40.383723+00
0533cade-de66-4b40-bd8b-6cedd557c921,7830211939,",Orthopedic Surgery,",South,2025-03-31 06:47:40.390924+00
0536bf1b-f35f-46d3-86f7-f7b94e34d4b7,3537309627,",Obstetrics & Gynecology,",West,2025-03-31 06:47:40.381952+00
05390e93-d2b4-4be9-808f-c21b01c7f0c4,8287287976,",Orthopedic Surgery,",Northwest,2025-03-31 06:47:40.391417+00
053c9e6c-48cd-4c5a-a400-2f5b64edeeb6,8487163739,",Cardiology,",Midwest,2025-03-31 06:47:40.390296+00
0548b0ea-54f8-4c3a-8227-135cfdc1babb,6101585999,",Nephrology,",South,2025-03-31 06:47:40.402061+00
05512fcd-4dcd-4ae2-85bd-96a24136d753,3914231895,",Gastroenterology,",Midwest,2025-03-31 06:47:40.399526+00
057164e0-fa40-4a6f-9ef6-f01ae3e695cb,9365333271,",Pulmonology,",Midwest,2025-03-31 06:47:40.401779+00
0573c6a4-28e3-4958-b15c-5592de4a3383,6374703625,",Radiology,",West,2025-03-31 06:47:40.39497+00
0589f707-4c13-4a14-95cf-161bcabd42d1,3170988862,",Pulmonology,",Midwest,2025-03-31 06:47:40.401966+00
058b55f5-52d6-4d91-ac57-debae8c090fa,6097347922,",Anesthesiology,",Northeast,2025-03-31 06:47:40.396956+00
058e3cc8-39e4-4f5e-b328-090b1fb27910,8957430566,",Orthopedic Surgery,",Northeast,2025-03-31 06:47:40.391679+00
0590a024-a33a-4b28-aad6-50f350024649,3962338947,",Radiology,",South,2025-03-31 06:47:40.395707+00
05a03e92-b8c6-42a7-85d6-560a8882a4ff,5166067896,",Dermatology,",Northwest,2025-03-31 06:47:40.393975+00
05dc6a1c-c24a-448d-92c6-3d07a1a5334a,2799291800,",Urology,",Midwest,2025-03-31 06:47:40.400744+00
05e0ef07-4bcb-4562-8925-205e1e7d6066,3454041932,",Anesthesiology,",Midwest,2025-03-31 06:47:40.396549+00
05e4dd4d-606e-4382-bbd7-c037b35a3757,3028741147,",Internal Medicine,",Northeast,2025-03-31 06:47:40.380823+00
